gene,Falcons,stringlis
AT3G46710,-0.006402398603188112,2.9368910871381
AT5G09635,-0.02515475962754458,0.7770549087911652
AT5G38360,-0.1726971968291648,1.646634518349311
AT3G62140,-0.04131718155931311,2.609216053779391
AT1G51402,-0.00884707861635618,-0.6777412738419463
AT4G37230,-0.2320393772603407,-1.355550268753697
AT4G01200,0.009906096426076828,0.8367866158664533
AT2G21660,-0.1149916968986964,-0.9342700243898912
AT5G51780,-0.1776993339183898,-1.743692359683669
AT4G13860,0.09558339773678676,0.5175133855713462
AT4G25719,0.02455263333291425,0.59984355549328
AT2G41178,-0.006334804911304137,1.027337750870098
AT3G46940,-0.01724317954265422,1.770254005800504
AT1G32127,0.07708313879087411,1.105223674674683
AT2G21040,0.0,1.547125144426456
AT4G38270,-0.04438710574881669,1.292145215069006
AT3G60200,0.1911140582969316,2.819426509293544
AT3G18000,-0.07074888504064965,-1.056877858224308
AT2G24755,-0.1525966588846049,4.816432179643755
AT3G46610,0.1045328236309348,0.6109418145943719
AT4G26488,0.01682158442195806,0.620138768516066
AT5G02810,-0.06714249208988317,-0.695769213255038
AT2G16070,-0.1003089664567926,1.461468549101182
AT1G13280,0.02635331312789241,-0.6703524033137422
AT3G48690,0.1003389667526713,-1.311034485850512
AT3G48860,0.005986313811207251,0.801539107036288
AT3G18680,-0.1074779815655804,1.889591299938759
AT3G24900,0.3412543685249733,1.280388722569777
AT1G50560,0.1382001275197076,1.111069254727542
AT3G52750,-0.01006720774382183,2.328597401804223
AT1G20400,0.07281224538200985,1.066850128904053
AT5G25940,0.1059003058115714,2.164110783315852
AT2G08340,0.01885532122719555,1.088277889821322
AT5G07380,0.09887677937082352,2.285620158650261
AT3G47480,0.1617687769389419,2.644648686198208
AT5G20700,-0.07590769887995918,-1.279265960219588
AT2G08445,0.01062168294687446,1.039555497833411
AT3G19620,-0.05837386084446427,1.875759309586424
AT3G44880,0.0454369882837273,-1.04076427975243
AT5G64740,0.04705976185371225,-0.7719495142225079
AT5G22505,0.07001728221281571,0.7370618118637237
AT3G14060,0.07872273947142631,-1.568748138878306
AT2G09925,0.1594727529249872,2.244201874734411
AT2G19180,0.1009099742455869,1.560672657405762
AT1G03780,0.04862305376700893,1.337331587985008
AT5G01580,-0.2235103614939893,0.6289042787699788
AT1G76030,0.02485901592792176,-1.027970966409802
AT5G17980,0.09579820815183833,0.5843899081515604
AT5G07640,0.06808259033245015,1.004495283786602
AT1G30800,0.8278822103677161,0.7403409706246556
AT3G46100,-0.04200147430784141,-1.932788499308711
AT3G23540,0.1801420352793886,1.23111247580333
AT1G74580,0.07244966550599893,2.749228225265906
AT2G04039,0.05593157016323102,2.757632971756958
AT1G15175,0.08640180265970036,1.305479753311092
AT5G19970,-0.111822621176225,-1.29728082771516
AT5G03668,-0.1612505371074038,0.8449310359974788
AT2G20170,-0.05877294120198864,-0.7534575746084424
AT5G15880,-0.01652694184080634,1.018795851357016
AT4G08245,0.07732650299472607,1.242984294802048
AT5G42240,-0.04727715892983381,-0.7855413844169172
AT2G20770,0.03717372419311769,1.469695007533191
AT3G46650,-0.1077732757355084,-1.064135309955015
AT1G64490,0.00792985387907907,-0.8902563507511742
AT5G43050,-0.008723456409508635,0.987663374590145
AT5G10420,0.0,2.615204684217944
AT2G44090,-0.1012866856414848,2.342894768348625
AT5G08445,-0.05355327441393421,0.5199784110261136
